Provider,Year,Annual_Unlinked_Trips,Annual_Vehicle_Revenue_Miles,Annual_Vehicle_Revenue_Hours,Operating_Expenses,Fare_Revenue,OpEx_per_VRM,OpEx_per_VRH,OpEx_per_UPT,UPT_per_VRM,UPT_per_VRH,Fare_Revenue_per_UPT,Fare_Revenue_pct_OpEx,UPT_YoY_Pct_Change,VRM_YoY_Pct_Change,VRH_YoY_Pct_Change
BATH,2020,10760,27791,2225,146423,10488,5.268720089237523,65.80808988764045,13.608085501858737,0.3871757043647224,4.835955056179776,0.9747211895910781,7.162809121517795,-8.573370719687313,-28.839555487274033,-27.64227642276423
BATH,2021,1846,13001,1133,154077,1349,11.85116529497731,135.9902912621359,83.46533044420369,0.14198907776324898,1.6293027360988526,0.7307692307692307,0.8755362578451035,-82.84386617100373,-53.2186679140729,-49.07865168539326
BATH,2022,10525,36783,3088,156559,7655,4.256286871652666,50.69915803108808,14.874964370546317,0.28613761792132236,3.4083549222797926,0.7273159144893112,4.8895304645532995,470.1516793066089,182.9243904315053,172.55075022065313
BATH,2023,14144,35101,2838,177118,0,5.045953106749096,62.40944326990839,12.522483031674208,0.40295148286373605,4.9837914023960534,0,0,34.38479809976247,-4.572764592338852,-8.095854922279793
BANGOR,2014,954029,612481,48126,2399648,48233,3.917914188358496,49.861779495491,2.5152778374661566,1.5576466861829183,19.82356730249761,0.05055716335666945,2.0100031337929565,NA,NA,NA
BANGOR,2015,888223,602553,47210,2466979,51776,4.094210799713884,52.25543317093836,2.777432018761054,1.4740993738310157,18.814297818258844,0.05829166774559992,2.0987612784705503,-6.897693885615637,-1.6209482416597414,-1.9033370735153556
BANGOR,2016,875807,605083,46893,3011675,45928,4.977292371459783,64.22440449534045,3.4387427823710017,1.4474163048705715,18.676710809715736,0.05244077747722957,1.524998547320013,-1.3978471622554245,0.41988007693929,-0.6714679093412412
BANGOR,2017,821827,598955,46095,2953627,38585,4.931300348106285,64.07694977763315,3.593976591180382,1.3721014099556728,17.828983620783166,0.04695027055572523,1.3063599432155788,-6.163458387521452,-1.0127536222303386,-1.701746529332736
BANGOR,2018,799726,631900,47096,3155560,43202,4.9937648362082605,67.00271785289621,3.94580143699217,1.2655894920082291,16.980762697469,0.05402100219325119,1.369075536513329,-2.6892521175381194,5.500413219690961,2.1716021260440392
BANGOR,2019,777235,647800,51446,3410655,38093,5.264981475764125,66.29582474827976,4.388190187009077,1.1998070392096325,15.107782918011118,0.04901091690415383,1.1168822410944526,-2.812338225842351,2.5162209210318087,9.236453201970443
BANGOR,2020,628805,690487,53354,3523773,277498,5.1033154860265295,66.04515125388912,5.603920134222851,0.9106688467704678,11.785526858342392,0.4413101040863225,7.8750248668117955,-19.09718424929397,6.589533806730473,3.7087431481553477
BANGOR,2021,386583,644104,49631,3510412,208318,5.450070175002795,70.73022909068929,9.080616581691384,0.6001872368437395,7.789143881848038,0.5388700486053448,5.934289194544686,-38.52100412687558,-6.717432768466313,-6.977921055590959
BANGOR,2022,404263,692844,50165,3646336,80935,5.262852821125679,72.68685338383335,9.0197124149378,0.5834834392734872,8.058666400877106,0.20020382770622094,2.219625399304946,4.5734033829733844,7.5671009650615435,1.0759404404505248
BANGOR,2023,416372,630290,46513,3968784,0,6.296758634914087,85.32633887300325,9.531822504875448,0.6606038490218789,8.951733923849247,0,0,2.995327299307629,-9.028583634988541,-7.2799760789395
ARTS,2014,70351,334607,20234,1323338,48233,3.9549023182419973,65.40170010872788,18.81050731332888,0.2102496361403079,3.4768706138183254,0.6856050375971913,3.644798229930675,NA,NA,NA
ARTS,2015,70352,328261,21766,1381552,51776,4.208699784622602,63.472939446843704,19.637707527859906,0.214317265834199,3.232197004502435,0.7359563338639982,3.747669287873348,0.0014214439027163794,-1.8965532699555,7.571414450924187
ARTS,2016,68095,314997,21233,1344040,45928,4.266834287310672,63.2995808411435,19.737719362655113,0.21617666199995555,3.2070362172090614,0.674469491152067,3.41716020356537,-3.2081532863315894,-4.040687136150807,-2.4487733161812
ARTS,2017,65156,325935,19199,1482249,38585,4.54768282019421,77.20448981717797,22.749232610964455,0.19990488901161274,3.3937184228345227,0.5921941187304316,2.6031388788253524,-4.316029077024744,3.472414022990695,-9.579428248481138
ARTS,2018,66017,335801,19321,1572028,43202,4.6814273930095505,81.36369753118369,23.812472544950545,0.19659560275282087,3.4168521298069456,0.6544071981459321,2.748169879925803,1.3214439192092824,3.026983907834384,0.6354497630084901
ARTS,2019,61804,299133,18281,1258126,38093,4.205908408634286,68.82150867020404,20.356708303669667,0.2066104374977017,3.380777856791204,0.6163516924470908,3.0277571562784646,-6.381689564809065,-10.919562478968198,-5.382744164380726
ARTS,2020,74470,338674,18500,1895167,277498,5.595844381322451,102.44145945945947,25.44873103263059,0.2198869709514164,4.025405405405405,3.7263058949912717,14.642403545439532,20.493819170280243,13.218534899191997,1.197965100377441
ARTS,2021,38445,324352,14767,1657853,208318,5.111277254340963,112.26742059998645,43.12272076993107,0.11852863555643252,2.603440102932214,5.41859799713877,12.565529030619723,-48.3751846381093,-4.228845438386177,-20.17837837837838
ARTS,2022,46767,272047,18027,2068705,80935,7.604219123901385,114.75592167304599,44.23428913550153,0.17190779534418685,2.594275253785988,1.7306006372014455,3.9123509635254905,21.64650799843933,-16.125998914759272,22.076251100426628
ARTS,2023,46375,478729,20603,2236484,0,4.671711970655632,108.55137601320196,48.226070080862534,0.09687108990681575,2.250885793331068,0,0,-0.8381978745696752,75.97290174124323,14.289676596216786
